Syslog Message,Explanation
703002,"  The ASA received the specified H.225 message, and the ASA opened a new signaling connection object for the two specified H.323 endpoints.  "
703008,  This message indicates that an outside endpoint requested an incoming call to an inside host and wants the inside host to send FACILITY message before SETUP message towards Gatekeeper and wants to follow H.460.18.   
709001, Failover messages that only appear during the development debugging and testing phases.
709002, Failover messages that only appear during the development debugging and testing phases.   
709003,   A failover message that appears when the active unit starts replicating its configuration to the standby unit. Primary can also be listed as Secondary for the secondary unit.  
709004,   A failover message that appears when the active unit completes replication of its configuration on the standby unit. Primary can also be listed as Secondary for the secondary unit.  
709005,  The standby ASA received the first part of the configuration replication from the active ASA. Primary can also be listed as Secondary for the secondary unit.  
709006,  A failover message that appears when the standby unit completes replication of a configuration sent by the active unit. Primary can also be listed as Secondary for the secondary unit.  
709007,   A failover message that appears when the standby unit is unable to complete replication of a configuration sent by the active unit. The command that caused the failure appears at the end of the message.  
709008,"  A command was issued during the configuration sync, which triggered an interactive prompt to indicate that this command would not be issued on the standby unit. To continue, note that the command will be issued on the active unit only and will not be replicated on the standby unit.  "
710001,"   The first TCP packet destined to the ASA requests to establish a TCP session. This packet is the first SYN packet of the three-way handshake. This message appears when the respective (Telnet, HTTP, or SSH) has permitted the packet. However, the SYN cookie verification is not yet completed and no state is reserved.  "
710002,"   For a TCP connection, the second TCP packet destined for the ASA requested to establish a TCP session. This packet is the final ACK of the three-way handshake. The respective (Telnet, HTTP, or SSH) has permitted the packet. Also, the SYN cookie verification was successful and the state is reserved for the TCP session.   "
710003,"  The ASA denied an attempt to connect to the interface service. For example, the ASA received an SNMP request from an unauthorized SNMP management station. If this message appears frequently, it can indicate an attack.   "
710004,"  The maximum number of ASA management connections for the service was exceeded. The ASA permits at most five concurrent management connections per management service. Alternatively, an error may have occurred in the to-the-box connection counter.  "
710005,"  The ASA does not have a UDP server that services the UDP request. Also, a TCP packet that does not belong to any session on the ASA may have been discarded. In addition, this message appears (with the SNMP   service) when the ASA receives an SNMP request with an empty payload, even if it is from an authorized host. When the service is SNMP, this message occurs a maximum of once every 10 seconds so that the log receiver is not overwhelmed.  "
710006,"   The ASA does not have an IP server that services the IP protocol request; for example, the ASA receives IP packets that are not TCP or UDP, and the ASA cannot service the request.  "
710007,   The ASA received NAT-T keepalive messages.  
711001,"   You have entered the   logging    debug-trace  command for the logging feature. When the   logging    debug-trace  command is enabled, all debugging messages will be redirected to the message for processing. For security reasons, the message output must be encrypted or sent over a secure out-of-band network.  "
711002,"   A process used the CPU for more than 100 milliseconds. This message is used for debugging CPU purposes, and can appear once every five seconds for each offending process.  "
711003,"  An internal inconsistency that should not occur during normal operation has occurred. However, this message is not harmful if it rarely occurs. If it occurs frequently, it might be worthwhile debugging.  "
711004,"  A process used the CPU for more than 100 milliseconds. This message is used for debugging CPU purposes, and can appear once every five seconds for each offending process.  "
711005,"  An internal software error that should not occur has occurred. The device can usually recover from this error, and no harmful effect to the device results.  "
711006,   CPU profiling has started.  
713004,"   The ASA has received an IKE packet from a remote entity trying to initiate a tunnel. Because the ASA is scheduled for a reboot or shutdown, it does not allow any more tunnels to be established. The IKE packet is ignored and dropped.  "
713201,"   The ASA has received a duplicate of a previous Phase 1 or Phase 2 packet, and will transmit the last message. A network performance or connectivity issue may have occurred, in which the peer is not receiving sent packets in a timely manner.  "
713202,"  The ASA has received a duplicate first packet for a tunnel that the ASA is already aware of and negotiating, which indicates that the ASA probably received a retransmission of a packet from the peer.  "
713006,"  The ASA does not know about the received message ID. The message ID is used to identify a specific IKE Phase 2 negotiation. An error condition on the ASA may have occurred, and may indicate that the two IKE peers are out-of-sync.  "
713008,"  A key ID value was received in the ID payload, which was longer than the maximum allowed size of a group name for this IKE session using preshared keys authentication. This is an invalid value, and the session is rejected. Note that the key ID specified would never work because a group name of that size cannot be created in the ASA.   "
713009,"   An OU value in the DN was received in the ID payload, which was longer than the maximum allowed size of a group name for this IKE session using Certs authentication. This OU is skipped, and another OU or other criteria may find a matching group.  "
713010," An attempt was made to locate a conn_entry (IKE phase 2 structure that corresponds to an IPsec SA) using the unique message ID, which failed. The internal structure was not found, which may occur if a session was terminated in a nonstandard way, but it is more likely that an internal error occurred."
713012,  An illegal or unsupported IPsec protocol has been received from the peer.  
713014,  The ISAKMP DOI received from the peer is unsupported.  
713016,  The ID received from the peer is unknown. The ID can be an unfamiliar valid ID or an invalid or corrupted ID.  
713017,"   The Phase 1 or Phase 2 ID received from the peer is legal, but not supported.  "
713018,  Tn internal software error has occurred.  
713020,   Tn internal software error has occurred.  
713022,   group exists in the group database with the same name as the value (key ID or IP address) specified by the peer.  
713024,   The ASA has received the Phase 2 local proxy ID payload from the remote peer.  
713025,   The ASA has received the Phase 2 local proxy ID payload from the remote peer.  
713028,"   The ASA has received the Phase 2 local proxy ID payload of the remote peer, which includes an IP address range.  "
713029,"   The ASA has received the Phase 2 local proxy ID payload of the remote peer, which includes an IP address range.  "
713032,"   The local ID payload included the range ID type, and the specified low address was not less than the high address. A configuration problem may exist.  "
713033,"  The remote ID payload included the range ID type, and the specified low address was not less than the high address. A configuration problem may exist.  "
713034,  The local IP proxy subnet data has been received in the Phase 2 ID payload.  
713035,  The remote IP proxy subnet data has been received in the Phase 2 ID payload.  
713039,"  An internal software error has occurred, and the ISAKMP packet cannot be transmitted.  "
713040,"   An internal software error has occurred, and a Phase 2 data structure cannot be found.  "
713041,   ASA is negotiating a tunnel as the initiator.  
713042,"  The IPsec fast path processed a packet that triggered IKE, but the IKE policy lookup failed. This error may be timing related. The ACLs that triggered IKE might have been deleted before IKE processed the initiation request. This problem will most likely correct itself.  "
713043,  IKE has been triggered again while the original tunnel is in progress.  
713048,  A packet has been received with a payload that cannot be processed.  
713049,  An IPsec tunnel has been started.  
713050,   An IPsec tunnel has been terminated. Possible termination reasons include:  
713052,   remote access user was authenticated.  
713056,  The IPsec SA was not found.   
713060,   The user is configured for a different group than what was sent in the IPsec negotiation.   
713061,  The ASA was not able to find security policy information for the private networks or hosts indicated in the message. These networks or hosts were sent by the initiator and do not match any crypto ACLs at the ASA. This is most likely a misconfiguration.  
713062,  The IP address configured as the IKE peer is the same as the IP address configured on one of the ASA IP interfaces.  
713063,  The IKE peer address is not configured for an L2L tunnel.  
713065,   An internal software error has occurred.  
713066,  The crypto policy settings of the peer have been configured.  
713068,  Notification messages that caused this event are not explicitly handled in the notify processing code.   
713072,  The password of the user is too long.  
713073,   Rekeying durations are always set to the lower of the values proposed by IKE peers. The value of the initiator is the lower one.  
713074,   Rekeying durations are always set to the lower of the values proposed by IKE peers. The value of the initiator is the lower one.  
713075,   Rekeying durations are always set to the lower of the values proposed by IKE peers. The value of the responder is the lower one.  
713076,   Rekeying durations are always set to the lower of the values proposed by IKE peers. The value of the responder is the lower one.  
713078,   An internal software error has occurred while processing modecfg attributes.  
713081,"  One of the loaded certificates is unreadable, and may be an unsupported encoding scheme.  "
713082,   The identity certificate for this tunnel cannot be found.  
713083,  The identity certificate for this tunnel cannot be found.  
713084,  The port value received in the IKE phase 1 ID payload was incorrect. Acceptable values are 0 or 500 (ISAKMP is also known as IKE).  
713085,   The protocol value received in the IKE phase 1 ID payload was incorrect. Acceptable values are 0 or 17 (UDP).  
713086,"   A certificate payload was received, but our internal certificate handle indicates that we do not have an identity certificate. The certificate handle was not obtained through a normal enrollment method. One likely reason this can happen is that the authentication method is not made through RSA or DSS signatures, although the IKE SA negotiation should fail if each side is misconfigured.   "
713088,"   The tunnel group cannot be found, based on the digital certificate information.   "
713092,  An internal software error has occurred. This is often a benign event.   
713094,  An internal software error has occurred.  
713098,"   An attempt was made to establish a certificate-based IKE session, but no identity certificate has been specified in the crypto policy.   "
713099,  An internal software error has occurred.  
713102,   IKE has received an ID payload that includes an identification data field of 2 K or larger.   
713103,   An internal software error has occurred.  
713104,  An internal software error has occurred.  
713105,"  A peer sent an ID payload without including any ID data, which is invalid.   "
713107,   An internal software error has occurred.  
713109,"  The ASA was unable to process the certificate received from the remote peer, which can occur if the certificate data was malformed (for example, if the public key size is larger than 4096 bits) or if the data in the certificate cannot be stored by the ASA.   "
713112,"  The ASA was unable to successfully process the notification payload that included the CONNECTED notify type. This may occur if the IKE phase 2 structure cannot be found using the SPI to locate it, or the commit bit had not been set in the received ISAKMP header. The latter case may indicate a nonconforming IKE peer.  "
713113,"  An IKE SA is being deleted with a nonzero tunnel count, which means that either the IKE SA tunnel count has lost synchronization with the associated connection entries or the associated connection cookie fields for the entries have lost synchronization with the cookie fields of the IKE SA to which the connection entry points. If this occurs, the IKE SA and its associated data structures will not be freed, so that the entries that may point to it will not have a stale pointer.  "
713114,  An internal software error has occurred.  
713115,"   The client rejected an attempt by the ASA to use IPsec over UDP. IPsec over UDP is used to allow multiple clients to establish simultaneous tunnels to the ASA through a NAT device. The client may have rejected the request, either because it does not support this feature or because it is configured not to use it.  "
713117,"   The IPsec SA identified by the SPI value is no longer active on the remote peer, which might indicate that the remote peer has rebooted or been reset.  "
713118,"   The   group_descriptor  field included an unsupported value. Currently we support only groups 1, 2, 5, and 7. In the case of a centry, the   group_descriptor  field may also be set to 0 to indicate that perfect forward secrecy is disabled.  "
713119,   IKE Phase 1 has completed successfully.  
713120,   IKE Phase 2 has completed successfully.  
713121,   The type of keepalive mechanism that is being used for this tunnel is specified.  
713122,"  Keepalives were configured on or off for this device, but the IKE peer does or does not support keepalives.   "
713123,"   The remote IKE peer did not respond to keepalives within the expected window of time, so the connection to the IKE peer was terminated. The message includes the keepalive mechanism used.  "
713124,   The remote IKE peer sent a DPD with a sequence number that did not match the expected sequence number. The packet is discarded. This might indicate a packet loss problem with the network.  
713127,"  The peer wanted to perform a XAUTH, but the ASA did not choose the XAUTH IKE proposal.  "
713128,  A connection attempt has been made to the VCPIP and has been redirected to a less loaded peer using load balancing.  
713129,"  An unexpected payload has been received during XAUTH or Mode Cfg, which may indicate that the two peers are out-of-sync, that the XAUTH or Mode Cfg versions do not match, or that the remote peer is not complying with the appropriate RFCs.  "
713130,   The device received a request for a valid transaction mode attribute (XAUTH or Mode Cfg) that is currently not supported. This is generally a benign condition.  
713131,"   The ASA has received a request for a transaction mode attribute (XAUTH or Mode Cfg) that is outside the range of known attributes. The attribute may be valid but only supported in later versions of configuration mode, or the peer may be sending an illegal or proprietary value. This should not cause connectivity problems, but may affect the functionality of the peer.  "
713132,   A request for an IP address for a remote access client from the internal utility that provides these addresses cannot be satisfied.   
713133,   The configured Phase 2 PFS Group differed from the DH group that was negotiated for Phase 1.   
713134,"   The configured LAN-to-LAN proposal is different from the one accepted for the LAN-to-LAN connection. Depending on which side is the initiator, different proposals will be used.  "
713135,  The tunnel is being redirected because of load balancing on the remote ASA. A REDIRECT_CONNECTION notify packet was received.  
713136,  The Reaper has detected an ASA stuck in an inactive state. The Reaper will try to remove the inactive ASA.  
713137,   An internal software error has occurred.  
713138,"  No group exists in the group database with the same name as the IP address of the peer. In Main Mode, the ASA will fall back and try to use the default preshared key configured in one of the default groups. The default preshared key is not configured.  "
713139,"  No tunnel group exists in the group database with the same name as the IP address of the peer. In Main Mode, the ASA will fall back and use the default preshared key configured in the default group.  "
713140,   The split tunneling policy is set to either split tunneling or to allow local LAN access. A split tunneling ACL must be defined to represent the information required by the VPN client.  
713141,"  The ASA installed on the client does not match the configured required ASA. This message lists the actual and expected values, and whether the tunnel is terminated or allowed.  "
713142,"  The client did not report an ASA in use using ModeCfg, but one is required. The event lists the expected values and whether the tunnel is terminated or allowed. Note that the number following the product string is a bitmask of all of the allowed products.  "
713143,  Debugging information about the ASA installed on the client appears.  
713144,  Bad ASA information was received from the client.  
713145,"   A tunnel with a hardware client in network extension mode has been negotiated, and a static route is being added for the private network behind the hardware client. This configuration enables the ASA to make the remote network known to all the routers on the private side of the headend.  "
713146,"  An internal software error has occurred. A tunnel with a hardware client in network extension mode has been negotiated, and an attempt to add the static route for the private network behind the hardware client failed. The routing table may be full, or a possible addressing error has occurred.  "
713147,"  A tunnel to a hardware client in network extension mode is being removed, and the static route for the private network is being deleted behind the hardware client.  "
713148,"  While a tunnel to a hardware client in network extension mode was being removed, a route to the private network behind the hardware client cannot be deleted. This might indicate an addressing or software problem.   "
713149,"  The headend ASA has the specified hardware client security attribute enabled, but the attribute was not requested by the VPN 3002 hardware client.  "
713152,"  The client is required to use CPP to provision its ASA, but the headend device was unable to obtain any ACLs to send to the client. This is probably due to a misconfiguration.  "
713154,  This message appears when a DNS lookup for the specified server has not been resolved.  
713155,  A previous DNS lookup failure for the primary server might have caused the ASA to initialize a backup peer. This message indicates that a later DNS lookup on the primary server finally succeeded and is resetting any backup server initializations. A tunnel initiated after this point will be aimed at the primary server.  
713156,"  The client is failing over to a backup server, or a failed DNS lookup for the primary server caused the ASA to initialize a backup server. A tunnel initiated after this point will be aimed at the specified backup server.  "
713157,"  The client tried to initiate a tunnel by sending out IKE MSG1, but did not receive a response from the ASA on the other end. If backup servers are available, the client will attempt to connect to one of them.  "
713158,   The client is configured to use IPsec over TCP. The client rejected the attempt by the ASA to use IPsec over UDP.  
713159,"   The TCP connection to the ASA server was lost for a certain reason, such as the server has rebooted, a network problem has occurred, or an SSL mismatch has occurred.  "
713160,  Normal authentication of the remote user to the ASA server has occurred.  
713161,"  The ASA server has sent the ASA a message indicating that this user must be restricted. There are several reasons for this, including ASA software upgrades or changes in permissions. The ASA server will transition the user back into full access mode as soon as the operation has been completed.  "
713162,   The ASA server has rejected this user.  
713163,"   The ASA server has terminated this user session, which can occur if the integrity agent stops running on the client machine or if the security policy is modified by the remote user in any way.  "
713164,  The ASA server will request the session information if it detects that it has stale data or if it loses the session data (because of a reboot).  
713165,  The client negotiated with preshared keys while its tunnel group points to a policy that is configured to use digital certificates.  
713166,  The hardware client has failed extended authentication. This is most likely a username and password problem or an authentication server issue.  
713167,"  The remote user has failed to extend authentication. This is most likely a username or password problem, or an authentication server issue.  "
713168,"  Reauthentication on rekeying has been enabled, but the tunnel authentication requires manual intervention.  "
713169,   IKE has received a delete message from the remote peer to delete its old IKE SA after a rekey has completed.  
713170,   IKE has received a delete message from the remote peer to delete its old centry after Phase 2 rekeying is completed.   
713171,   UDP-Encapsulated-Transport was either proposed or selected during Phase 2. Send this payload for NAT-Traversal in this case.   
713172,   NAT-Traversal auto-detected NAT.   
713174,"   A hardware client is attempting to tunnel in using network extension mode, but network extension mode is not allowed.   "
713176,"   The ASA is processing data intended to trigger an IPsec tunnel to the indicated peer. Because memory resources are at a critical state, it is not initiating any more tunnels. The data packet has been ignored and dropped.   "
713177,   A Phase 2 ID payload containing an FQDN has been received from the peer.   
713178,   An internal software error has occurred.   
713179,   An internal software error has occurred.   
713182,   An internal software error has occurred.   
713184,"   The client operating system and application version appear. If the information is not available, then N/A will be indicated.   "
713185,"   The client returned an invalid length username, and the tunnel was torn down.   "
713186,"   An invalid secondary domain name list was received from an external RADIUS authentication server. When split tunnelling is used, this list identifies the domains that the client should resolve through the tunnel.   "
713187,   The IKE peer that is attempting to bring up this tunnel is not the one that is configured in the ISAKMP configuration that is bound to the received remote subnet.   
713189,   The IP address from the pool is either the network or broadcast address for this subnet. This address will be marked as unavailable.   
713190,   The reference counter for this SA is invalid.   
713191,"   To minimize CPU-intensive cryptographic calculations, the ASA limits the number of connection negotiations in progress. When a new negotiation is requested and the ASA is already at its limit, the new negotiation is rejected. When an existing connection negotiation completes, new connection negotiation will again be permitted.  "
713193,   The ASA received an encrypted or unencrypted packet of the specified exchange type that had one or more missing payloads. This usually indicates a problem on the peer.   
713194,   A delete message with a termination reason code was received.   
713195,"   The originate-only peer can accept incoming connections only after it brings up the first P2 tunnel. At that point, data from either direction can initiate additional Phase 2 tunnels.   "
713196,"   The remote L2L peer has initiated a public-public tunnel. The remote L2L peer expects a response from the peer at the other end, but does not receive one, because of a possible misconfiguration.   "
713197,   The configured confidence interval in the group is outside of the valid range.   
713198,   A reason string that states that a username cannot be found in the certificate appears.   
713199,   The Reaper corrected an internal software error.   
713203,   An error occurred while reading a received IKE packet. This is generally an internal error and might indicate a software problem.   
713204, This message indicates that a route to the peer-assigned address or to the networks protected by a hardware client was added to the routing table.  
713205, An attempt to add a route to the client-assigned address or to the networks protected by a hardware client failed. This might indicate duplicate routes in the routing table or a corrupted network address. The duplicate routes might be caused by routes that were not cleaned up correctly or by having multiple clients sharing networks or addresses.  
713206, A tunnel was dropped because the allowed tunnel specified in the group policy was different from the allowed tunnel in the tunnel group configuration.  
713207,  This syslog is displayed for ikev1 while terminating the connection if GW is an initiator and tunnel group type is L2TP over IPSEC. 
713208,"A failure occurred in creating the ACLs that trigger IKE and allow IPsec data to be processed properly. The failure was specific to the backup L2L configuration, which may indicate a configuration error, a capacity error, or an internal software error.  "
713209,  A failure occurred in deleting the ACLs that trigger IKE and allow IPsec data to be processed correctly. The failure was specific to the backup L2L configuration. This may indicate an internal software error.  
713210," A failure occurred in creating a run-time instance of the dynamic crypto map associated with backup L2L configuration. This may indicate a configuration error, a capacity error, or an internal software error.  "
713211," The ASA is adding a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel.  "
713212," The ASA failed while attempting to add a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel. This might indicate duplicate routes, a full routing table, or a failure of the ASA to remove previously used routes.  "
713213," The ASA is deleting a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel.  "
713214," The ASA experienced a failure while deleting a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel. The route may have already been deleted,or an internal software error has occurred.  "
713215, The client type and the version of a client did not match any of the rules configured on the ASA. The default action appears.  
713216, The client type and the version of a client have matched one of the rules. The results of the match and the rule are displayed.  
713217, A malformed client type and version rule exist. The required format is action client type | client version action. Either permit or deny client type and client version are displayed under Session Management. Only one wildcard per parameter (*) is supported.  
713218, The client was denied access according to the configured rules.
713219, Phase 2 messages are being enqueued after Phase 1 completes.  
713220, Queued Phase 2 messages are being processed.  
713221, The ASA is iterating through the crypto maps looking for configuration information.  
713222," While iterating through the configured crypto maps, the ASA cannot match any of the associated ACLs. This generally means that an ACL was misconfigured.  "
713223, The crypto map associated with this peer is not linked to an ACL.  
713224, The crypto map associated with this VPN tunnel is missing critical information.  
713225, The ASA found a valid matching crypto map for this VPN tunnel.  
713226," When the device is configured to use digital certificates, a trustpoint must be specified in the configuration. When the trustpoint is missing from the configuration, this message is generated to flag an error.  "
713227," When establishing a Phase SA, the ASA will reject a new Phase 2 matching this proxy.  "
713228, IKE obtained a private IP address for the client from DHCP or from the address pool.   
713229, A VPN remote access client is notified that updated software is available for download. The remote client user is responsible for choosing to update the client access software.  
713230," An internal error occurred, which is reporting that the IKE subsystem is attempting to lock memory that has already been locked. This indicates errors on semaphores that are used to protect memory violations for IKE SAs. This message does not indicate that anything is seriously wrong. However, an unexpected event has occurred, and steps are automatically being taken for recovery.  "
713231," An internal error has occurred, which is reporting that the IKE subsystem is attempting to unlock memory that is not currently locked. This indicates errors on semaphores that are used to protect memory violations for IKE SAs. This message does not indicate that anything is seriously wrong. However, an unexpected event has occurred, and steps are automatically being taken for recovery.  "
713232," All the IKE SA are locked, and a possible error has been detected. This message reports errors on semaphores that are used to protect memory violations for IKE SAs.  "
713233," The remote network received during the Phase 2 negotiation was validated. The message indicates the results of the remote network check during Phase 2 negotiations for Network Extension Mode clients. This is part of an existing feature that prevents users from misconfiguring their hardware client network (for example, configuring overlapping networks or the same network on multiple clients).  "
713234, The remote network received during the Phase 2 negotiation does not match the framed-ip-address and framed-subnet-mask that were returned from the AAA server for this session.  
713235," Normally, IKE packets should never be sent from the standby unit to the remote peer. If such an attempt is made, an internal logic error may have occurred. The packet never leaves the standby unit because of protective code. This message facilitates debugging.  "
713236, IKE sent or received various messages.  
713237, The Phase 1 rekey of a remote access IPsec tunnel appears under the following conditions:   
713238, The private side address of a network extension mode client came across as 0.0.0.0. This usually indicates that no IP address was set on the private interface of the hardware client.   
713239, An attempt to create a tunnel has occurred after the maximum number of tunnels allowed has been reached.  
713240, A Diffie-Hellman key with the incorrect length was received from the peer.  
713241, An invalid proxy setting was found during ModeCfg processing. P1 negotiation will fail.  
713242," The ASA has detected a request to start an IKE rekey for a tunnel configured to use Hybrid Xauth, but the rekey was not started. The ASA will wait for the client to detect and initiate an IKE rekey.  "
713243," The IKE peer requested a certificate from the cert-req payload. However, no valid identity certificate issued by the requested DN was found.  "
713244," The LAM attribute type received differs from the last type received. The type must be consistent throughout the user authentication process. The user authentication process cannot proceed, and the VPN connection will not be established.  "
713245," An unsupported LAM type was received during the CRACK challenge or response user authentication process. The user authentication process cannot proceed, and the VPN connection will not be established.  "
713246," The ASA received an unknown LAM attribute type, which should not cause connectivity problems, but might affect the functionality of the peer.  "
713247, An unexpected error occurred during state processing.  
713248," When an IKE SA is negotiated using the CRACK authentication method, the Phase 1 SA rekey timer at the headend expired before a successful rekey. Because the remote client is always the initiator of the exchange when using the CRACK authentication method, the headend will not initiate the rekey. Unless the remote peer initiates a successful rekey before the IKE SA expires, the connection will come down upon IKE SA expiration.  "
713249," While negotiating an IKE SA using the CRACK authentication method, the IKE subsystem received a result that is not supported during CRACK authentication from the authentication subsystem. The user authentication fails, and the VPN connection is torn down.  "
713250," The ASA received a request for an internal address attribute that is not recognizable. The attribute might be valid, but not currently supported, or the peer might be sending an illegal value. This should not cause connectivity problems, but might affect the functionality of the peer.  "
713251, The ASA received a notification message that indicated an authentication failure while an IKE SA is negotiated using the CRACK authentication method. The connection is torn down.  
713252," When the group policy is configured to require the client to authenticate with a Zonelab Integrity Server, the server might need to be connected to the concentrator depending on the failure policy configured. If the fail policy is to reject the client connection, this message is generated when a Zonelab Integrity Server is not connected to the ASA at the time the client is connecting.  "
713253," When the group policy is configured to require a client to authenticate with a Zonelab Integrity Server, the server might need to be connected to the concentrator, depending on the failure policy configured. If the failure policy is to accept the client connection, and provide unrestricted network access, this message is generated when a Zonelab Integrity Server is not connected to the ASA at the time the client is connecting.  "
713254," You cannot use UDP port 4500 for IPsec/UDP connections, because it is reserved for IPsec or NAT-T connections. The CLI does not allow this configuration for local groups. This message should only occur for externally defined groups.  "
713255, An unknown tunnel group was specified in ISAKMP Aggressive Mode message 1.  
713256," When the peer specifies an invalid tunnel group, the ASA will still send message 2 to prevent the peer from gleaning tunnel group information.  "
713257," An ASA has acted as the responder in a LAN-to-LAN connection. It indicates that the ASA crypto configuration does not match the configuration of the initiator. The message specifies during which phase the mismatch occurred, and which attributes both the responder and the initiator had that were different.  "
713258," The ASA tries to establish a Phase 2 tunnel on an interface, and a Phase 1 tunnel already exists on a different interface. The existing Phase 1 tunnel is torn down to allow the establishment of a new tunnel on the new interface.  "
713259," The termination reason for the ISAKMP session appears, which occurs when the session is torn down through session management.  "
713260," When trying to create a Phase 1 SA, the interface database could not be found for the interface ID.  "
713261," When trying to create a Phase 1 SA, no IPv6 address is specified on the local interface.  "
713262," When establishing a Phase SA, the ASA will reject a new Phase 2 SA matching this proxy.  "
713263," The ASA is adding a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel.  "
713264," The ASA is adding a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel.  "
713265," The ASA is adding a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel.  "
713266," The ASA failed while attempting to add a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel. This might indicate duplicate routes, a full IPv6 routing table, or a failure of the ASA to remove previously used routes.  "
713267," The ASA failed while attempting to add a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel.  "
713268," The ASA experienced a failure while deleting a route for the private address or networks of the peer. In this case, the peer is either a client or a L2L peer with an unknown address. Both of these cases use dynamic crypto maps to allow the tunnel. The route may have already been deleted, or an internal software error has occurred.  "
713269," A tunnel with a hardware client in network extension mode has been negotiated, and a static route is being added for the private network behind the hardware client. This configuration enables the ASA to make the remote network known to all the routers on the private side of the headend.  "
713270," An internal software error has occurred. A tunnel with a hardware client in network extension mode has been negotiated, and an attempt to add the static route for the private network behind the hardware client failed. The IPv6 routing table may be full, or a possible addressing error has occurred.  "
713271," A tunnel to a hardware client in network extension mode is being removed, and the static route for the private network is being deleted behind the hardware client.  "
713272," While a tunnel to a hardware client in network extension mode was being removed, a route to the private network behind the hardware client cannot be deleted. This might indicate an addressing or software problem.  "
713273, A route to the peer-assigned address or the networks protected by a hardware client were removed from the routing table.  
713274," While a tunnel to an IPsec client was being removed, its entry in the routing table could not be removed. This condition may indicate a networking or software problem.  "
713275, This syslog is displayed for ikev1 when certificate key type is not of type ECDSA. Ensure that certificates of valid KEY type is installed on the GW. 
713276, \xa0This syslog message is displayed for ikev1 in multi context when maximum in negotiation limit is reached. 
713900," A serious event or failure has occurred. For example, the ASA is trying to generate a Phase 2 deletion, but the SPI did not match any of the existing Phase 2 SAs.  "
713901," An error has occurred, which may be the result of a configuration error on the headend or remote access client. The event string provides details about the error that occurred.   "
713902," An error has occurred, which may be the result of a configuration error either on the headend or remote access client.   "
713903," An error occurred for an IPsec/IKEv1 VPN connection when a redirect URL was installed, and the ACL was received from the ISE, but the redirect ACL does not exist on the ASA.  "
713904," Notification status information appears, which is used to track events that have occurred.   "
713905," Information status details appear, which are used to track events that have occurred.  "
713906," Debugging status information appears, which is used to track events that have occurred.  "
714001, A description of an IKE protocol event or packet was provided.  
714002, The ASA has sent the first packet of the Quick mode exchange as the Phase 2 initiator.  
714003, The ASA has received the first packet of the Quick mode exchange as the Phase 2 responder.  
714004, The protocol of the first Quick Mode packet was decoded.  
714005, The protocol of the second Quick Mode packet was decoded.  
714006, The protocol of the third Quick Mode packet was decoded.  
714007, The ASA is building and sending the initial contact payload.  
714011, The ASA received the displayed ID information during the negotiation.
715001, A description of an event or problem encountered by the ASA appears.  
715004, An internal error occurred when attempting to put messages in a queue.  
715005, An internal subroutine received a bad message code.  
715006, The IKE subsystem received an SPI value from IPsec.  
715007, IKE has completed tunnel negotiation and has successfully loaded the appropriate encryption and hashing keys for IPsec use.  
715008, The calling subroutine cannot delete the IPsec SA. This might indicate a reference count problem.   
715009, SA is being deleted with the listed proxy addresses.  
715013, IKE is in the process of establishing a tunnel for this data. All packets to be protected by this tunnel will be dropped until the tunnel is fully established.  
715018, This syslog message is generated while updating IPSEC SA details. 
715019, The   modecfg  attribute name and value pair being processed by the ASA appear.  
715020, The   modecfg  attribute name and value pair being transmitted by the ASA appear.  
715021, Quick mode processing is being delayed until all Phase 1 processing has been completed (for transaction mode).  
715022," Phase 1 processing has completed, and quick mode is being resumed.  "
715027, The indicated IPsec SA proposal and transform were selected from the payloads that the responder received. This data can be useful when attempting to debug IKE negotiation issues.  
715028, The indicated IKE SA transform was selected from the payloads that the responder received. This data can be useful when attempting to debug IKE negotiation issues.  
715031, This syslog is generated when the IP address is assigned by the IP util subsystem. 
715032, This syslog is generated when the IP address is assigned by the IP util subsystem. 
715033," The ASA is processing a message containing a notify payload with the notify type CONNECTED (16384). The CONNECTED notify type is used to complete the commit bit processing and should be included in the fourth overall quick mode packet, which is sent from the responder to the initiator.  "
715034, Processing for sending or receiving a keepalive payload message is being performed.  
715035, The keepalive timer will monitor for a variable number of seconds for keepalive messages.  
715036, Processing for sending a keepalive notify message is being performed.  
715037, The capabilities of this version of the Cisco IOS are not known.  
